order_id,order_event_log_id,order_event_ts_utc,order_event_ts_utc8,order_stage,order_model,symbol,side_code,side_label,size,entry_price,strategy,order_success,linked_decision_log_id,linked_decision_stage,linked_decision_ts_utc,linked_decision_ts_utc8,linked_decision_model,linked_action,linked_reason,linked_selected_over_raw,linked_selected_over_corrected,match_type,time_delta_ms,order_event_status,order_event_attempts,source_table
716465276920529651,6bfedfa4-27bc-4054-b04d-0ccb1b01d584,2026-02-11T14:03:53.380Z,2026-02-11T22:03:53.380+08:00,Exit Execution,SDM:Straddle,cmt_dogeusdt,SHORT,SHORT_SIDE,20200.0,0.08991,,True,b0634e82-4106-48d8-8868-ff73e05ecdb7,Exit Decision,2026-02-11T14:03:52.670Z,2026-02-11T22:03:52.670+08:00,SDM:Straddle,close_short,,,,nearest_exit_decision_symbol,710,done,1,ai_logs
716467131381711603,f50da0c8-ff97-4654-83e7-4dfd64ea6bfa,2026-02-11T14:11:15.518Z,2026-02-11T22:11:15.518+08:00,Exit Execution,SDM:Straddle,cmt_solusdt,SHORT,SHORT_SIDE,2.3,83.46,,True,fc323c55-a08b-4b4a-ba28-4d3dcb12f904,Exit Decision,2026-02-11T14:11:14.805Z,2026-02-11T22:11:14.805+08:00,SDM:Straddle,close_runner,,,,nearest_exit_decision_symbol,713,done,1,ai_logs
716467196213068531,49f7034c-e992-4933-a20d-2bff756532d5,2026-02-11T14:11:30.975Z,2026-02-11T22:11:30.975+08:00,Exit Execution,SDM:Straddle,cmt_bnbusdt,SHORT,SHORT_SIDE,0.1,598.62,,True,38517b91-8c41-431b-a236-46931702763a,Exit Decision,2026-02-11T14:11:30.295Z,2026-02-11T22:11:30.295+08:00,SDM:Straddle,close_runner,,,,nearest_exit_decision_symbol,680,done,1,ai_logs
716467213032227571,91a9a0fb-5eda-4b82-a9e4-69983f53c62a,2026-02-11T14:11:34.984Z,2026-02-11T22:11:34.984+08:00,Exit Execution,SDM:Straddle,cmt_adausdt,SHORT,SHORT_SIDE,440.0,0.2606,,True,d243c561-e540-4677-a77f-064483e3bd2e,Exit Decision,2026-02-11T14:11:34.312Z,2026-02-11T22:11:34.312+08:00,SDM:Straddle,close_runner,,,,nearest_exit_decision_symbol,672,done,1,ai_logs
716467307827692275,b34e17f2-1553-4840-8bc5-2f675254c03c,2026-02-11T14:11:57.585Z,2026-02-11T22:11:57.585+08:00,Order Execution,SDM:momentum,cmt_dogeusdt,2,OPEN_SHORT,600.0,0.09192,,True,07d34edf-0d0b-4e39-8ece-b35b5ffcd01f,Exit Decision,2026-02-13T02:35:31.517Z,2026-02-13T10:35:31.517+08:00,PositionMonitor,,,,,exact_order_id,-131013932,done,1,ai_logs
716467337154265843,01263196-6142-40d5-989b-75e29d294f99,2026-02-11T14:12:04.577Z,2026-02-11T22:12:04.577+08:00,Order Execution,SDM:momentum,cmt_ltcusdt,2,OPEN_SHORT,2.9,53.28,,True,8d17c60d-fb96-47d4-bfe7-b11d1fedabee,Decision Making,2026-02-11T14:12:03.837Z,2026-02-11T22:12:03.837+08:00,AlphaGenesis-SDM-v1,SHORT,,HOLD,SHORT,nearest_decision_symbol,740,done,1,ai_logs
716468696402363123,54944068-b33b-4880-a5c7-f00fa70be63f,2026-02-11T14:17:28.646Z,2026-02-11T22:17:28.646+08:00,Exit Execution,SDM:Straddle,cmt_xrpusdt,SHORT,SHORT_SIDE,60.0,1.3591,,True,b33354cf-182d-4b05-9a50-87827b2e3e86,Exit Decision,2026-02-11T14:17:27.929Z,2026-02-11T22:17:27.929+08:00,SDM:Straddle,close_short,,,,nearest_exit_decision_symbol,717,done,1,ai_logs
716468752849306355,6a60f8dd-cd10-42c5-befa-99ef52eabc85,2026-02-11T14:17:42.105Z,2026-02-11T22:17:42.105+08:00,Exit Execution,SDM:Straddle,cmt_btcusdt,SHORT,SHORT_SIDE,0.001,66706.5,,True,d40e0019-c259-49c4-b7c9-b69f2f40369c,Exit Decision,2026-02-11T14:17:41.428Z,2026-02-11T22:17:41.428+08:00,SDM:Straddle,close_short,,,,nearest_exit_decision_symbol,677,done,1,ai_logs
716473249411629811,b869e7c0-6554-41f3-af4d-712a041ad288,2026-02-11T14:35:34.174Z,2026-02-11T22:35:34.174+08:00,Exit Execution,SDM:Straddle,cmt_ethusdt,LONG,LONG_SIDE,0.4521756063098294,1996.93,,True,792531a5-f6bb-497b-bbd9-d60e8974d8cd,Exit Decision,2026-02-11T14:35:33.470Z,2026-02-11T22:35:33.470+08:00,SDM:Straddle,close_long,,,,nearest_exit_decision_symbol,704,done,1,ai_logs
716488411044643571,4fe0a878-07a6-4868-b065-386767a138b2,2026-02-11T15:35:48.985Z,2026-02-11T23:35:48.985+08:00,Exit Execution,SDM:Straddle,cmt_ethusdt,SHORT,SHORT_SIDE,0.4521756063098294,1996.93,,True,d7738626-b926-43b7-93fa-05e85eba00a8,Exit Decision,2026-02-11T15:35:48.305Z,2026-02-11T23:35:48.305+08:00,SDM:Straddle,close_short,,,,nearest_exit_decision_symbol,680,done,1,ai_logs
716488480812696307,a1028fa2-b04e-49d5-bdbd-a0a3a6615e7d,2026-02-11T15:36:05.618Z,2026-02-11T23:36:05.618+08:00,Exit Execution,SDM:Straddle,cmt_dogeusdt,SHORT,SHORT_SIDE,600.0,0.09192,,True,44066a16-c0cd-4044-96ac-1371fac18031,Exit Decision,2026-02-11T15:36:04.898Z,2026-02-11T23:36:04.898+08:00,SDM:Straddle,close_short,,,,nearest_exit_decision_symbol,720,done,1,ai_logs
716496777162785523,9d959d88-922a-4dc8-b5a8-6be29db99d57,2026-02-11T16:09:03.622Z,2026-02-12T00:09:03.622+08:00,Exit Execution,SDM:Straddle,cmt_solusdt,SHORT,SHORT_SIDE,2.3,83.46,,True,f8fea467-6870-4d99-b27c-259ae32f5375,Exit Decision,2026-02-11T16:09:02.943Z,2026-02-12T00:09:02.943+08:00,SDM:Straddle,close_runner,,,,nearest_exit_decision_symbol,679,done,1,ai_logs
716496830237508339,5103748b-f4cf-4488-a410-cb8f848dd6f3,2026-02-11T16:09:16.275Z,2026-02-12T00:09:16.275+08:00,Exit Execution,SDM:Straddle,cmt_bnbusdt,SHORT,SHORT_SIDE,0.1,598.62,,True,34541255-1a5f-45fb-aef4-d5d5089f3fa3,Exit Decision,2026-02-11T16:09:15.602Z,2026-02-12T00:09:15.602+08:00,SDM:Straddle,close_runner,,,,nearest_exit_decision_symbol,673,done,1,ai_logs
